,0
2339,The friendliness of Kelsey at reception and the quiet room (# 31-132).
2340,the room
2341,Great service!!!
2342,Space and rich art
2343,I loved the huge bathroom.
2344,"Everything . Rooms were nice , bed was big and comfy ."
2345,At marks square very authentic
2346,The venetian is everything!
2347,"Comfort of room and bed
Service"
2348,Location
2349,Everything
2350,Beautiful classy large suite; quiet; good location on the strip; great restaurants
2351,"The suite was very comfortable, with great views of the Las Vegas strip."
2352,Finally when our room was sorted out....It was really nice
2353,"overall great hotel, friendly staff"
2354,We ate at Yardbird and it was excellent. Great shopping and atmosphere.
2355,The staff was very helpful and friendly. They've awesome!
2356,All in one location.
2357,The resort was beautiful and well kept.
2358,Room space was comfort enough for relaxing
2359,Everything!!!
2360,great！
2361,All Wht we see was above the expectations
2362,Loved it!!!!
2363,The building and art work the lovely suite.
2364,Everything is great!
2365,"The bed very comfortable, shower area, hotel overall is very nice."
2366,"The rooms were amazing, tons of space."
2367,The location was excellent
2368,Very comfortable suite bed was great very comfortable
2369,Room was seriously Excellent
2370,"We loved everything about The Venetian- rooms were beautiful, bed was so comfortable & the staff were helpful."
2371,"Large room, facilities"
2372,The location was great.
2373,The big room
2374,The bed was wonderful!  I'd love to know what mattress you use.
2375,Attention to detail throughout the resort is incredible.
2376,Very nice management.
2377,Beautiful hotel
2378,Staff were always pleasent and professional when asked for directions or advice.
2379,It was a beautifully appointed room overlooking the strip.
2380,The bed is good. Pillows okay. bring your favorite pillows if you can.
2381,Location
2382,This place was beautiful. I love the big rooms i will stay again. I loved to boat ride a lot.
2383,Morning buffet breakfast excellent to be honest everything was nice
2384,Map of the hotel.
2385,Proximity to everything. Restaurant options inside property
2386,The suite was stunning and great value for money
2387,Large split level suit. Lots of dining options. Large pool area
2388,Fantastic location on the Strip. Luxuriously furnished rooms.
2389,Everything
2390,Pillows were great ;). No complain
2391,Location
2392,The rooms were lovely
2393,Location and room
2394,Great location awesome views friendly helpful staff great room
2395,The shopping area was amazingly built.the room was spacies.
2396,Valet
2397,Everything
2398,Great location and venetian konsept
2399,"The room was beautiful, staff was wonderful. Room service good but very expensive."
2400,First time in Vegas and I had a wonderful stay here
2401,Their staff is very helpful and friendly. Especially front desk.
2402,Everything
2403,The room and the hotel not the speciality food restaurants
2404,"Luxurious room, access to casino and food"
2405,"The hole room , it was really nice"
2406,Everything is hjust perfectly perfect
2407,"Room size and facilities, also the great attitude of the staff"
2408,Everything
2409,The room was great!
2410,"Location
Facilities
Gondola"
2411,Everything
2412,I enjoyed everything!
2413,"Every thing was 1st class. location,staff,wow factor,"
2414,Big rooms
2415,The best rooms I have ever stayed in.
2416,The rooms are set up with comfort in mind.
2417,Large rooms. Lots to do at hotel - never left.
2418,"Spa, restaurants, comfort"
2419,The room was lovely and spacious
2420,Location of Hotel
2421,Huge room space
2422,"Nice place to stay. Though crowded and noisy at the casino, it is very quiet at the living floor."
2423,Great location. Large comfortable rooms.
2424,Every thing...especialy staff and hotel it self
2425,Everything
2426,"Amazing room with all the amenities. Beautiful hotel with great staff, restaurants, and bars."
2427,The vast distance one needs to walk from entrance of hotel to one's room is not convenient.
2428,very luxurious hotel
2429,The room and the amenities.
2430,Love the awesome decoration and the beautiful scenery! A very nice hotel!!!
2431,Crazy place with fantastic suites at very good value for money
2432,"Hotel, suite, and customer service were great.  Would definitely stay there again."
2433,The location
2434,I like the spacious room and the view.
2435,"Location, architecture & canal shoppe"
2436,"Great location, atmosphere, shopping and food"
2437,We were there for a concert and it was convenient to be at the same hotel as the show.
2438,every thing
2439,"We loved it all!  Fantastic rooms, felt secure and the staff were fantastic!  We can not wait to visit again!"
