,Name,Nationality,Date,Score,Topic,Tags,History reviews
2979,James,Canada,"Reviewed: September 8, 2015",8.3,Nice staff.,• Leisure trip• Group,1 review
2980,Anonymous,United Kingdom,"Reviewed: September 8, 2015",10,great location,• Business trip• Couple,11 Reviews
2981,Rachel,United Kingdom,"Reviewed: September 8, 2015",10,"Comfiest bed, spacious suite, great bathroom,",• Leisure trip• Group,5 Reviews
2982,Cumhur,Turkey,"Reviewed: September 8, 2015",7.5,Swimming pool.,• Leisure trip• Family with older children,49 Reviews
2983,Oliver,United Kingdom,"Reviewed: September 8, 2015",9.6,Huge rooms.,• Leisure trip• Family with older children,3 Reviews
2984,Mohammed,Saudi Arabia,"Reviewed: September 7, 2015",10,"Fantastic
",• Leisure trip• Family with young children,7 Reviews
2985,Mark,Netherlands,"Reviewed: September 6, 2015",8.3,"What do I have to say, it's the Venetian",• Leisure trip• Couple,23 Reviews
2986,Kevin,United States of America,"Reviewed: September 6, 2015",10,"Hotel map is not clear enough, but your stuff everywhere，...",• Leisure trip• Family with young children,3 Reviews
2987,Vickie,United States of America,"Reviewed: September 6, 2015",8.3,It was a lovely hotel.,• Leisure trip• Solo traveler,2 Reviews
2988,Canadian,Canada,"Reviewed: September 6, 2015",7.9,"Location, Construction of Hotel, Hotel features like the...",• Leisure trip• Family with young children,2 Reviews
2989,Jiwen,United States of America,"Reviewed: September 6, 2015",10,"Everywhere in hotel is so beautiful, excellent service.",• Leisure trip• Family with older children,4 Reviews
2990,David,United Kingdom,"Reviewed: September 5, 2015",9.6,Location and facilities excellent.,• Leisure trip• Family with older children,4 Reviews
2991,Jawad,Canada,"Reviewed: September 5, 2015",8.8,The room & Casino,• Leisure trip• Couple,1 review
2992,Mr,United Arab Emirates,"Reviewed: September 5, 2015",10,It was a fantastic hotel where we felt welcomed by all.,• Leisure trip• Couple,3 Reviews
2993,Peter48,United Kingdom,"Reviewed: September 3, 2015",8.8,The bed,• Leisure trip• Couple,7 Reviews
2994,Xiaoqian,China,"Reviewed: September 3, 2015",7.9,The room is comfortable very much.,• Leisure trip• Family with young children,4 Reviews
2995,Catherine,Qatar,"Reviewed: September 3, 2015",9.6,A very busy hotel but we were never disturbed.,• Leisure trip• Couple,8 Reviews
2996,庆龙,United States of America,"Reviewed: September 3, 2015",9.2,not food,• Leisure trip• Family with young children,2 Reviews
2997,Raul,United States of America,"Reviewed: September 3, 2015",10,Everything,• Leisure trip• Solo traveler,1 review
2998,Kevin,United States of America,"Reviewed: September 2, 2015",10,The staff there is absolutely amazing,• Leisure trip• Couple,2 Reviews
2999,Bader,Kuwait,"Reviewed: September 2, 2015",10,One of my best places I visited and stayed in,• Leisure trip• Family with young children,10 Reviews
3000,Anonymous,United States of America,"Reviewed: September 2, 2015",8.8,Nice hotel,• Leisure trip• Family with older children,1 review
3001,Val,United States of America,"Reviewed: September 1, 2015",10,Great location on the strip!,• Leisure trip• Group,1 review
3002,Wendy,United States of America,"Reviewed: September 1, 2015",10,The staff made the experience exceptional,• Leisure trip• Group,1 review
3003,Barbara,United States of America,"Reviewed: September 1, 2015",9.6,Room was quiet and very comfortable.,• Leisure trip• Couple,3 Reviews
3004,H_rajhi,Kuwait,"Reviewed: September 1, 2015",10,The huge rooms,• Leisure trip• Family with older children,3 Reviews
3005,David,United Kingdom,"Reviewed: September 1, 2015",10,Everything,• Leisure trip• Couple,2 Reviews
3006,Shan,Hong Kong,"Reviewed: August 31, 2015",8.8,Really spacious room and luxurious facilities.,• Leisure trip• Family with older children,19 Reviews
3007,Hatem,Qatar,"Reviewed: August 30, 2015",5.0,The hotel it self only,• Leisure trip• Family with young children,4 Reviews
3008,Francesco,Italy,"Reviewed: August 30, 2015",8.8,"Bedroom is very big, suite room.",• Leisure trip• Couple,1 review
3009,Richard,United Kingdom,"Reviewed: August 30, 2015",10,Everything about this place is over the top luxury we love it,• Leisure trip• Family with older children,11 Reviews
3010,Ravinder,United Kingdom,"Reviewed: August 30, 2015",9.6,Everything,• Leisure trip• Family with older children,5 Reviews
3011,Mohammed,United States of America,"Reviewed: August 30, 2015",7.9,Nice location,• Leisure trip• Family with young children,7 Reviews
3012,A,Australia,"Reviewed: August 30, 2015",9.2,"Breakfast included: you can't choose what to eat,...",• Leisure trip• Couple,20 Reviews
3013,Anonymous,Saudi Arabia,"Reviewed: August 29, 2015",6.7,Location,• Leisure trip• Family with young children,9 Reviews
3014,Mario,Switzerland,"Reviewed: August 27, 2015",5.4,"They booked much more then offered from my credit cart,...",• Leisure trip• Solo traveler,1 review
3015,Hamza,United States of America,"Reviewed: August 27, 2015",7.5,"Decoration , huge building and beds",• Leisure trip• Group,17 Reviews
3016,Laura,United Kingdom,"Reviewed: August 27, 2015",6.7,Check in desk manager very rude and interface between...,• Leisure trip• Family with older children,1 review
3017,Anonymous,Lithuania,"Reviewed: August 27, 2015",9.6,Its really beautifful!,• Leisure trip• Family with older children,54 Reviews
3018,Moiz,Germany,"Reviewed: August 27, 2015",8.8,Odalarin genisligi,• Leisure trip• Couple,34 Reviews
3019,Anonymous,France,"Reviewed: August 25, 2015",7.5,The location,• Leisure trip• Couple,13 Reviews
3020,Larry,United States of America,"Reviewed: August 25, 2015",10,Everything,• Leisure trip• Couple,1 review
3021,Rodolfo,United States of America,"Reviewed: August 25, 2015",4.2,View that's it last time I stayed  in ur guys suite it...,• Leisure trip• Family with young children,1 review
3022,Anonymous,United States of America,"Reviewed: August 25, 2015",9.6,Location,• Leisure trip• Group,2 Reviews
3023,Cliff,United Kingdom,"Reviewed: August 25, 2015",8.8,The room is bigger than my flat in London!,• Business trip• Solo traveler,40 Reviews
3024,Lexuan,China,"Reviewed: August 25, 2015",10,"I like the big room, king bed and big  living room",• Leisure trip• Group,6 Reviews
3025,Juan,United States of America,"Reviewed: August 24, 2015",10,The location and luxurious hotel.,• Leisure trip• Couple,2 Reviews
3026,Eddiederose,Argentina,"Reviewed: August 24, 2015",9.2,the,• Leisure trip• Couple,5 Reviews
3027,Fan,China,"Reviewed: August 24, 2015",9.2,The mattress is fantastic!,• Business trip• Couple,1 review
3028,Georgios,United Arab Emirates,"Reviewed: August 24, 2015",7.5,i didnt like the hidden charges like the resort fee.,• Business trip• Couple,18 Reviews
3029,James,United States of America,"Reviewed: August 24, 2015",10,"front desk very very nice  in fact, all staff members were...",• Leisure trip• Couple,1 review
3030,Anonymous,Canada,"Reviewed: August 23, 2015",6.3,Nice rooms,• Leisure trip• Couple,1 review
3031,Areli,United States of America,"Reviewed: August 23, 2015",10,"Location, the hotel in general",• Leisure trip• Couple,1 review
3032,Neil,United Kingdom,"Reviewed: August 23, 2015",8.3,"Facilities, staff",• Leisure trip• Couple,15 Reviews
3033,Dubai,United Arab Emirates,"Reviewed: August 23, 2015",10,Everything,• Leisure trip• Couple,15 Reviews
3034,Liam,United Kingdom,"Reviewed: August 23, 2015",10,Excellent value for money.,• Leisure trip• Couple,9 Reviews
3035,Cem,Turkey,"Reviewed: August 23, 2015",10,Location.,• Leisure trip• Family with young children,35 Reviews
3036,Sinan,Turkey,"Reviewed: August 23, 2015",9.6,"Location, size of room, casino",• Business trip• Solo traveler,19 Reviews
3037,Ali,United States of America,"Reviewed: August 23, 2015",10,Overcrowded swimming pools,• Leisure trip• Family with young children,1 review
3038,Fujiaying,United States of America,"Reviewed: August 23, 2015",10,Only one bathroom,• Leisure trip• Family with young children,23 Reviews
3039,Eryue,United States of America,"Reviewed: August 22, 2015",10,The suite is perfect.,• Leisure trip• Family with older children,13 Reviews
3040,Mohammed,Saudi Arabia,"Reviewed: August 22, 2015",10,Every thing,• Leisure trip• Family with young children,11 Reviews
3041,Mohammad,Kuwait,"Reviewed: August 20, 2015",10,Staff,• Family with young children,6 Reviews
3042,Lee,United Kingdom,"Reviewed: August 19, 2015",10,"Absolutely everything, it's overwhelmingly good.",• Leisure trip• Couple,6 Reviews
3043,Stephen,United Kingdom,"Reviewed: August 19, 2015",10,The hotel is lovely.,• Leisure trip• Couple,1 review
3044,Jeanie,Singapore,"Reviewed: August 19, 2015",9.2,The crowd: huge.,• Leisure trip• Family with older children,4 Reviews
3045,Roman,Russia,"Reviewed: August 18, 2015",9.6,Plush ol' good vegas luxury style hotel,• Leisure trip• Couple,28 Reviews
3046,Margaret,Australia,"Reviewed: August 18, 2015",9.6,King luxury suite is very large and comfortable.,• Leisure trip• Couple,4 Reviews
3047,Sanjeet,United States of America,"Reviewed: August 17, 2015",7.9,Better options available on the strip at almost the same...,• Leisure trip• Couple,6 Reviews
3048,M,Pakistan,"Reviewed: August 17, 2015",10,Simply splendid!,• Leisure trip• Solo traveler,3 Reviews
3049,James,United Kingdom,"Reviewed: August 17, 2015",9.2,"Really luxurious suites with lots of room
",• Leisure trip• Family with older children,4 Reviews
3050,Elix5,United States of America,"Reviewed: August 16, 2015",10,Everything!,• Leisure trip• Couple,3 Reviews
3051,Amber,United States of America,"Reviewed: August 16, 2015",10,The Venetian is so nice!,• Leisure trip• Solo traveler,2 Reviews
3052,Northern,Canada,"Reviewed: August 16, 2015",9.2,The friendliness and courtesy of every staff member.,• Leisure trip• Group,1 review
3053,Mike,United Kingdom,"Reviewed: August 16, 2015",10,"Room, staff, and view were fabulous.",• Leisure trip• Couple,7 Reviews
3054,Manfred,United Kingdom,"Reviewed: August 16, 2015",10,An amazing place,• Leisure trip• Family with older children,2 Reviews
3055,Jing,China,"Reviewed: August 16, 2015",9.6,"Location
",• Leisure trip• Family with older children,31 Reviews
3056,Sandra,United States of America,"Reviewed: August 16, 2015",10,Exellent hotel,• Leisure trip• Family with older children,2 Reviews
3057,Margaret,United States of America,"Reviewed: August 16, 2015",10,"Excellent breakfast service, very clean rooms, excellent...",• Leisure trip• Couple,1 review
3058,Ekaterina,United States of America,"Reviewed: August 15, 2015",10,"Spacious room, fast service, amazing pools.",• Leisure trip• Family with young children,15 Reviews
3059,Elizabeth,United States of America,"Reviewed: August 13, 2015",9.2,"Excellent Resort, staff was accommodating and gracious  How...",• Leisure trip• Family with older children,1 review
3060,Andrew,United Kingdom,"Reviewed: August 13, 2015",10,"Perfect location, attentive staff and has the wow factor.",• Leisure trip• Family with young children,10 Reviews
3061,Cape,South Africa,"Reviewed: August 13, 2015",10,Just a well run establishment all round!,• Leisure trip• Couple,4 Reviews
3062,Lauren-ashleigh,United Kingdom,"Reviewed: August 13, 2015",10,"Beautiful Hotel, amazing service, everything you need in one...",• Leisure trip• Couple,12 Reviews
3063,Michael,United States of America,"Reviewed: August 12, 2015",3.3,Nothing,• Leisure trip• Family with young children,1 review
3064,Raul,Mexico,"Reviewed: August 12, 2015",7.9,"Location
",• Leisure trip• Family with older children,5 Reviews
3065,Johanna,Sweden,"Reviewed: August 11, 2015",10,We LOVED the luxurious feeling,• Leisure trip• Group,1 review
3066,Melissa,United States of America,"Reviewed: August 11, 2015",9.6,Beautiful and convenient hotel with great atmosphere.,• Leisure trip• Group,2 Reviews
3067,Mark,United States of America,"Reviewed: August 11, 2015",9.6,"The Pool, the rooms were great,  Elevators were easy to get",• Leisure trip• Family with young children,1 review
3068,Martyna,United Kingdom,"Reviewed: August 11, 2015",9.2,"The room was beautiful, excellent service",• Leisure trip• Group,1 review
3069,Holger,Belgium,"Reviewed: August 11, 2015",9.6,"Very good service, clean, comfortable, fantastic experience...",• Business trip• Solo traveler,20 Reviews
3070,Majed,Saudi Arabia,"Reviewed: August 10, 2015",10,Goooood hotel,• Business trip• Solo traveler,13 Reviews
3071,Yuying,China,"Reviewed: August 10, 2015",10,everything,• Leisure trip• Family with older children,1 review
3072,Jason,United States of America,"Reviewed: August 10, 2015",10,Every nice,• Leisure trip• Couple,1 review
3073,Douglas,United Kingdom,"Reviewed: August 9, 2015",10,A hotel you dream of staying in but is beyond the dream,• Leisure trip• Couple,5 Reviews
3074,Magdalena,United States of America,"Reviewed: August 9, 2015",10,The view from the room,• Leisure trip• Couple,1 review
3075,Eva,United States of America,"Reviewed: August 9, 2015",10,The spa.,• Leisure trip• Group,2 Reviews
3076,Frank,United States of America,"Reviewed: August 9, 2015",7.5,Removed all dirty towels when the room was clean but...,• Leisure trip• Couple,1 review
3077,Ronald,United States of America,"Reviewed: August 8, 2015",8.3,The room and the lobby very elegant.,• Leisure trip• Family with young children,2 Reviews
3078,Mauro,Italy,"Reviewed: August 8, 2015",9.6,"Amazing place, good position",• Leisure trip• Couple,25 Reviews
3079,Om,United Arab Emirates,"Reviewed: August 8, 2015",10,"5 star facilities, location, Comfort, Value for money,...",• Leisure trip• Family with young children,9 Reviews
3080,Nabil,United States of America,"Reviewed: August 8, 2015",9.6,"Great hotel, very clean, convenient, great food and shopping.",• Leisure trip• Group,1 review
3081,Antz,Indonesia,"Reviewed: August 7, 2015",8.3,Big room and comfortable bed,• Leisure trip• Family with older children,3 Reviews
