,Overall_review,date,name,nationality,rating,review_times,tag
1431,Great place to stay,"Reviewed: July 18, 2016",Sheila elliott,United Kingdom,10,3 Reviews,"• Leisure trip


• Group


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
1432,Fantastic,"Reviewed: July 17, 2016",Kelly,United States of America,10,1 review,"• Leisure trip


• Group


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 2 nights"
1433,Best stay in Vegas!,"Reviewed: July 16, 2016",Wayne,United States of America,10,1 review,"• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1434,Great time great place to stay,"Reviewed: July 15, 2016",Robin,United States of America,10,1 review,"• Leisure trip


• Family with older children


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights"
1435,Great place to stay!,"Reviewed: July 14, 2016",Tim,United States of America,9.6,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights"
1436,Bed and bath were wonderful,"Reviewed: July 14, 2016",Wendy,Canada,7.9,2 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1437,Amazing,"Reviewed: July 14, 2016",LindyMac,New Zealand,10,14 Reviews,"• Leisure trip


• Family with older children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1438,Great Stay,"Reviewed: July 14, 2016",John,Australia,8.8,18 Reviews,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1439,"Great hoyel, but starting to run away on pricing.","Reviewed: July 13, 2016",Maurizio,Italy,10,13 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1440,Perfect hotel,"Reviewed: July 12, 2016",Ian,Australia,8.3,5 Reviews,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
1441,"Location , Las Vegas institution.","Reviewed: July 11, 2016",David,Australia,8.8,3 Reviews,"• Leisure trip


• Family with older children


• Augustus Premium Room, 2 Queens, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1442,Great spot,"Reviewed: July 9, 2016",Adam,United States of America,10,1 review,"• Leisure trip


• Family with older children


• Palace Premium Studio Suite, 2 Queens, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1443,Wonderful experience,"Reviewed: July 9, 2016",Mark,United Kingdom,6.3,22 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1444,Not in the same league as the Wynn,"Reviewed: July 9, 2016",Valerie,United States of America,7.5,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
1445,"Overall, it turned out to be a good trip.","Reviewed: July 9, 2016",Edgar,Australia,9.6,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1446,"Got a great last minute deal, loved it.","Reviewed: July 9, 2016",Steven,United Kingdom,7.1,4 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 5 nights


• Submitted from a mobile device"
1447,Not 5* rooms for the 5* price,"Reviewed: July 8, 2016",Louise,United Kingdom,10,5 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1448,"Excellent hotel, room was superb, facilities great and staff...","Reviewed: July 7, 2016",Nestor,United States of America,9.2,3 Reviews,"• Leisure trip


• Family with young children


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1449,arquitectura,"Reviewed: July 7, 2016",Janet,United Kingdom,10,2 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1450,Wow factor,"Reviewed: July 7, 2016",Ferdinand,Canada,6.3,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1451,Area are good and rooms are clean,"Reviewed: July 6, 2016",Felix,Austria,10,7 Reviews,"• Leisure trip


• Group


• Palace Premium Studio Suite, 2 Queens, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1452,"Super nice staff, THE classic vegas hotel.","Reviewed: July 4, 2016",Teresita,United States of America,7.5,1 review,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1453,"Nice hotel, mediocre room","Reviewed: July 3, 2016",Linda,United Kingdom,10,8 Reviews,"• Leisure trip


• Family with older children


• Forum Classic, 2 Queen Beds, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1454,Fabulous,"Reviewed: July 3, 2016",Diana,United States of America,9.2,7 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1455,Nice but pricey,"Reviewed: July 2, 2016",Tony Quinan,Spain,10,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
1456,fantastic,"Reviewed: July 1, 2016",Kirsty,United Kingdom,9.2,5 Reviews,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1457,Great hotel & Friendly staff,"Reviewed: June 29, 2016",Sarah,United Kingdom,9.6,3 Reviews,"• Leisure trip


• Family with older children


• Augustus Strip View, 2 Queens, Non-Smoking


• Stayed 3 nights"
1458,"fabulous hotel , way beyond great expectations","Reviewed: June 28, 2016",Gonzalo,United Arab Emirates,10,12 Reviews,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1459,Unforgettable experience!,"Reviewed: June 28, 2016",Randhir,Australia,9.2,1 review,"• Leisure trip


• Family with young children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 3 nights"
1460,Excellent,"Reviewed: June 27, 2016",Norma,United States of America,10,1 review,"• Business trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights"
1461,Everyone was very helpful and the facilities were just...,"Reviewed: June 26, 2016",Barry,United Kingdom,2.5,3 Reviews,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1462,No personal feel to the hotel!,"Reviewed: June 26, 2016",George,Australia,9.2,11 Reviews,"• Leisure trip


• Couple


• Augustus Premium Room, King, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
1463,"Great hotel, great location, but everything extra will cost you, including in room coffee!","Reviewed: June 23, 2016",Anonymous,United Kingdom,9.6,3 Reviews,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1464,Brilliant,"Reviewed: June 21, 2016",Can,Turkey,8.3,5 Reviews,"• Leisure trip


• Family with older children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 2 nights"
1465,Pool.,"Reviewed: June 21, 2016",Anonymous,United Kingdom,10,4 Reviews,"• Leisure trip


• Family with older children


• Palace Premium Room, 2 Queen Beds, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1466,World famous & well deserved,"Reviewed: June 19, 2016",Jill,United States of America,7.9,1 review,"• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1467,it was alittle above average except the NO HOT WATER!,"Reviewed: June 19, 2016",Eva-deane,Australia,10,6 Reviews,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1468,"Gteat place, wifi wasn't great and pool was freezing cold","Reviewed: June 19, 2016",Lanyue,United States of America,2.5,2 Reviews,"• Family with young children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1469,too small room too small bed.,"Reviewed: June 18, 2016",Hector,United States of America,6.3,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights"
1470,ok vacations long walk to get to my room,"Reviewed: June 18, 2016",Tony,United Kingdom,9.2,3 Reviews,"• Leisure trip


• Group


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 7 nights


• Submitted from a mobile device"
1471,Vegas Baby,"Reviewed: June 18, 2016",Adriana,Colombia,9.2,38 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
1472,Location,"Reviewed: June 18, 2016",Tayg,Australia,10,2 Reviews,"• Leisure trip


• Group


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 4 nights"
1473,Great Location - so much to do!,"Reviewed: June 16, 2016",Stephanie,United States of America,10,1 review,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 2 Queens, Non-Smoking


• Stayed 2 nights"
1474,Very Romantic!,"Reviewed: June 15, 2016",Edgar,United States of America,10,1 review,"• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1475,The only very bad service is the valet parking,"Reviewed: June 14, 2016",Anonymous,United Kingdom,8.8,3 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights"
1476,retirement adventure,"Reviewed: June 14, 2016",Sandra,United States of America,7.1,1 review,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1477,Loved the restaurants and location. Lovely room with two bathrooms over looking the pool areas.,"Reviewed: June 12, 2016",Cristina,Portugal,10,13 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1478,Lunch Buffet,"Reviewed: June 12, 2016",filmello,United States of America,9.2,180 Reviews,"• Leisure trip


• Group


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1479,"Great pool, room is very comfortable especially at Julius...","Reviewed: June 12, 2016",Antonio,United States of America,7.5,3 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1480,Good place to stay,"Reviewed: June 11, 2016",Sats,United Kingdom,6.3,3 Reviews,"• Leisure trip


• Family with older children


• Palace Premium Studio Suite, 2 Queens, Non-Smoking


• Stayed 3 nights"
1481,as mentioned too expensive,"Reviewed: June 11, 2016",Laura,United Kingdom,9.2,3 Reviews,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1482,Didn't like that we were charged for opening the mini...,"Reviewed: June 10, 2016",Dk,United Kingdom,9.6,1 review,"• Leisure trip


• Group


• Augustus Premium Room, 2 Queens, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
1483,Free wifi across all devices & not only 2!,"Reviewed: June 10, 2016",Keith,United States of America,10,2 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1484,Easy to walk through the casino to reach the elevators. Excellent Strip location.,"Reviewed: June 9, 2016",Mark,United States of America,9.6,1 review,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1485,Amazing room,"Reviewed: June 9, 2016",Jacqueline,United Kingdom,9.6,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 6 nights


• Submitted from a mobile device"
1486,Location great,"Reviewed: June 9, 2016",Jennifer,Ireland,9.6,5 Reviews,"• Leisure trip


• Solo traveler


• Forum Classic, 2 Queen Beds, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
1487,Amazing hotel,"Reviewed: June 9, 2016",Anonymous,United Kingdom,9.6,16 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
1488,Affordable Luxury in Las Vegas,"Reviewed: June 8, 2016",Roland,Romania,9.2,20 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
1489,"Great location, excellent room","Reviewed: June 8, 2016",NicolaMc87,Ireland,10,6 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 6 nights


• Submitted from a mobile device"
1490,Magnificent hotel!,"Reviewed: June 7, 2016",Rosa,United States of America,2.5,1 review,"• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1491,Nothing at all,"Reviewed: June 7, 2016",Marisa,United States of America,7.1,3 Reviews,"• Leisure trip


• Group


• Palace Premium Room, 2 Queen Beds, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
1492,No sleeping in,"Reviewed: June 5, 2016",Kirsten,New Zealand,9.2,1 review,"• Leisure trip


• Couple


• Augustus Premium Room, King, Non-Smoking


• Stayed 3 nights"
1493,Booking.,"Reviewed: June 3, 2016",Ibadat,Canada,9.6,1 review,"• Leisure trip


• Group


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
1494,Inspection lady knock door inbetween 9:30am to 10am and came...,"Reviewed: June 2, 2016",Shaun,United Kingdom,10,2 Reviews,"• Leisure trip


• Couple


• Laurel 1 King Bed Strip View Smoking


• Stayed 6 nights"
