,Name,Nationality,Date,Score,Topic,Tags,History reviews,
5517,Robert,United States of America,"Reviewed: August 26, 2016",10,Good times,??Business trip??Solo traveler??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,2 Reviews,
5518,Tingy,Australia,"Reviewed: August 26, 2016",9.6,The rooms are wonderful,??Leisure trip??Group??Panoramic View Double Deluxe??Stayed 1 night,6 Reviews,
5519,Rami,United Kingdom,"Reviewed: August 25, 2016",7.5,Not as great as I expected...,??Leisure trip??Couple??Deluxe Resort King??Stayed 5 nights??Submitted from a mobile device,19 Reviews,
5520,Bu NoJoud,Qatar,"Reviewed: August 24, 2016",6.7,Nice Hotel,??Leisure trip??Family with young children??2 rooms??Stayed 8 nights,35 Reviews,
5521,Anonymous,United States of America,"Reviewed: August 23, 2016",10,The staff was friendly and helpful,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,2 Reviews,
5522,Mamoun,United Arab Emirates,"Reviewed: August 23, 2016",7.9,Smashing stay,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,2 Reviews,
5523,Mohsen,Iran,"Reviewed: August 23, 2016",10,Excellent stay,??Leisure trip??Group??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,3 Reviews,
5524,Sylwia,Poland,"Reviewed: August 23, 2016",7.1,swimming pool,??Leisure trip??Family with older children??Resort Double Deluxe??Stayed 2 nights,13 Reviews,
5525,Masoud,United Kingdom,"Reviewed: August 19, 2016",10,A must stay in hotel,??Leisure trip??Couple??Deluxe Resort King??Stayed 1 night??Submitted from a mobile device,11 Reviews,
5526,Zunaid,South Africa,"Reviewed: August 18, 2016",10,Best place to stay in las vegas,??Business trip??Couple??Deluxe Resort King??Stayed 4 nights??Submitted from a mobile device,18 Reviews,
5527,Danel,Australia,"Reviewed: August 14, 2016",10,Best stay ever!,??Leisure trip??Couple??Deluxe Resort King??Stayed 1 night,2 Reviews,
5528,Sharon,United Kingdom,"Reviewed: August 14, 2016",10,Best hotel ever,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,6 Reviews,
5529,Riad,Kuwait,"Reviewed: August 10, 2016",9.2,So good,??Leisure trip??Family with young children??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,8 Reviews,
5530,Dgc,Canada,"Reviewed: August 8, 2016",7.5,Internet and wireless connectivity was horrible.,??Business trip??Solo traveler??Deluxe Resort King??Stayed 8 nights,1 review,
5531,Shelley,China,"Reviewed: August 3, 2016",9.2,The room is very nice,??Leisure trip??Family with young children??Panoramic View Deluxe??Stayed 2 nights??Submitted from a mobile device,2 Reviews,
5532,Kadir,Turkey,"Reviewed: August 2, 2016",9.6,"Hotel was a great
",??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,5 Reviews,
5533,Anonymous,United States of America,"Reviewed: August 2, 2016",8.3,Good and costy,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights,3 Reviews,
5534,Cupied,Saudi Arabia,"Reviewed: August 2, 2016",10,Wow,??Leisure trip??Group??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,24 Reviews,
5535,David,United Kingdom,"Reviewed: August 1, 2016",8.8,Really enjoyed the buzz and luxury,??Leisure trip??Family with older children??Deluxe Resort King??Stayed 1 night??Submitted from a mobile device,9 Reviews,
5536,Ali,Saudi Arabia,"Reviewed: August 1, 2016",9.2,Really amazing,??Leisure trip??Family with young children??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,18 Reviews,
5537,Cynthia,United States of America,"Reviewed: August 1, 2016",10,Excellent property!! Great restaurants!,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,4 Reviews,
5538,Veronika,United States of America,"Reviewed: July 31, 2016",9.6,"Design, service",??Leisure trip??Solo traveler??Panoramic View Deluxe??Stayed 1 night??Submitted from a mobile device,1 review,
5539,Ahmad,Saudi Arabia,"Reviewed: July 31, 2016",9.6,Wonderful,??Leisure trip??Family with older children??Deluxe Resort King??Stayed 4 nights??Submitted from a mobile device,4 Reviews,
5540,Anonymous,United Arab Emirates,"Reviewed: July 31, 2016",6.7,Staff attitude,??Leisure trip??Family with older children??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,1 review,
5541,eaktunc_,Turkey,"Reviewed: July 29, 2016",10,Perfect experience,??Leisure trip??Couple??Deluxe Resort King??Stayed 4 nights,5 Reviews,
5542,Michelle,United States of America,"Reviewed: July 28, 2016",9.6,Vegas at it's best!,??Business trip??Couple??Deluxe Resort King??Stayed 5 nights,8 Reviews,
5543,Mansoor,Qatar,"Reviewed: July 26, 2016",9.2,Beds were too soft and uncomfortable.,??Leisure trip??Group??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,10 Reviews,
5544,Chanel,United States of America,"Reviewed: July 26, 2016",9.6,Nice Hotel,??Leisure trip??Solo traveler??Deluxe Resort King??Stayed 1 night??Submitted from a mobile device,1 review,
5545,Anonymous,Kuwait,"Reviewed: July 26, 2016",8.3,"clean spacious rooms, nice breakfast, location",??Leisure trip??Family with young children??Resort Double Deluxe??Stayed 4 nights??Submitted from a mobile device,4 Reviews,
5546,Simon,United Kingdom,"Reviewed: July 21, 2016",9.2,A great hotel,??Leisure trip??Family with older children??Tower Room??Stayed 3 nights??Submitted from a mobile device,1 review,
5547,Alireza,Iran,"Reviewed: July 21, 2016",5.8,The room was large and had good view,??Leisure trip??Family with older children??Panoramic View Double Deluxe??Stayed 3 nights??Submitted from a mobile device,2 Reviews,
5548,Sherry,United States of America,"Reviewed: July 21, 2016",9.6,My favorite hotel in Vegas!,??Leisure trip??Couple??Deluxe Resort King??Stayed 4 nights??Submitted from a mobile device,1 review,
5549,Mahmoud,Saudi Arabia,"Reviewed: July 19, 2016",9.2,Greate hotel,??Leisure trip??Family with older children??2 rooms??Stayed 3 nights??Submitted from a mobile device,9 Reviews,
5550,Kevion,United States of America,"Reviewed: July 17, 2016",10,My new home,??Leisure trip??Couple??Deluxe Resort King??Stayed 4 nights??Submitted from a mobile device,1 review,
5551,Olga,Mexico,"Reviewed: July 17, 2016",10,Fantastic,??Leisure trip??Family with older children??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,6 Reviews,
5552,Cengiz,Turkey,"Reviewed: July 17, 2016",7.5,Pool was very good.,??Group??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,1 review,
5553,Michelle,Qatar,"Reviewed: July 14, 2016",8.3,Best Wow Factor hotel in Vegas,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights,1 review,
5554,Ernesto,United States of America,"Reviewed: July 12, 2016",10,Weekend Oasis,??Leisure trip??Group??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,1 review,
5555,Baris,Turkey,"Reviewed: July 12, 2016",10,"everything about this hotel is nice, no reason to stay...",??Leisure trip??Group??Resort Double Deluxe??Stayed 2 nights,2 Reviews,
5556,Anonymous,Indonesia,"Reviewed: July 7, 2016",7.1,The bed is super comfy,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,12 Reviews,
5557,Tobias,Belgium,"Reviewed: July 7, 2016",9.2,"nice staff, wonderful room, great vegan options in the hotel...",??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights,36 Reviews,
5558,Rena,United States of America,"Reviewed: July 6, 2016",10,Can't wait to go back,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,1 review,
5559,Jimeel,United States of America,"Reviewed: June 30, 2016",10,Enjoyed my stay,??Leisure trip??Couple??Deluxe Resort King??Stayed 1 night??Submitted from a mobile device,1 review,
5560,Rachel,Israel,"Reviewed: June 30, 2016",10,one time we asked to clean our room a little bit later when...,??Leisure trip??Group??Deluxe Resort King??Stayed 3 nights,1 review,
5561,Anonymous,United States of America,"Reviewed: June 28, 2016",9.6,Wifi is $20/day.,??Leisure trip??Solo traveler??Deluxe Resort King??Stayed 2 nights,1 review,
5562,Maria,United States of America,"Reviewed: June 28, 2016",10,The best hotel to stay while in Vegas,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,1 review,
5563,Joanne,United States of America,"Reviewed: June 23, 2016",10,Lived up to expectations,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,5 Reviews,
5564,Andreas,Norway,"Reviewed: June 22, 2016",10,Excellent.,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,8 Reviews,
5565,Anonymous,United Kingdom,"Reviewed: June 21, 2016",10,Perfect place to stay in Vegas,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,4 Reviews,
5566,Sam Dunne,United Kingdom,"Reviewed: June 17, 2016",9.6,Perfect Las Vegas Hotel :),??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights,4 Reviews,
5567,Rich and hard ,United Kingdom,"Reviewed: June 16, 2016",5.4,Expensive,??Leisure trip??Solo traveler??Deluxe Resort King??Stayed 7 nights??Submitted from a mobile device,5 Reviews,
5568,Idan,Israel,"Reviewed: June 12, 2016",9.6,Excellent service consciousness.,??Leisure trip??Couple??Deluxe Resort King??Stayed 6 nights??Submitted from a mobile device,6 Reviews,
5569,Gillian,United Kingdom,"Reviewed: June 10, 2016",10,Beautiful Hotel,??Leisure trip??Couple??Deluxe Resort King??Stayed 1 night??Submitted from a mobile device,3 Reviews,
5570,Lena,France,"Reviewed: June 9, 2016",9.6,a dream world out of the world,??Leisure trip??Family with older children??3 rooms??Stayed 5 nights??Submitted from a mobile device,4 Reviews,
5571,Saad,United States of America,"Reviewed: June 6, 2016",8.8,The size of the room.,??Leisure trip??Group??Resort Double Deluxe??Stayed 1 night??Submitted from a mobile device,1 review,
5572,Sabine,United States of America,"Reviewed: June 3, 2016",10,I was very busy at my conference and didn't have time to...,??Business trip??Solo traveler??Deluxe Resort King??Stayed 3 nights,1 review,
5573,Anthony,United Kingdom,"Reviewed: June 3, 2016",10,"The staff were exceptional: well-trained, friendly and...",??Leisure trip??Couple??Panoramic View Deluxe??Stayed 5 nights??Submitted from a mobile device,3 Reviews,
5574,Cynthia,United States of America,"Reviewed: June 3, 2016",10,Lavish,??Leisure trip??Solo traveler??Deluxe Resort King??Stayed 1 night??Submitted from a mobile device,1 review,
5575,JBMEX,Mexico,"Reviewed: June 3, 2016",9.6,Big rooms,??Leisure trip??Couple??Deluxe Resort King??Stayed 4 nights??Submitted from a mobile device,14 Reviews,
5576,Alan,United Kingdom,"Reviewed: June 2, 2016",9.2,The Wynn again,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,23 Reviews,
5577,Philip,United Kingdom,"Reviewed: June 2, 2016",10,Staff at pool remind belongings,??Leisure trip??Couple??Deluxe Resort King??Stayed 4 nights??Submitted from a mobile device,3 Reviews,
5578,Anonymous,United Kingdom,"Reviewed: June 2, 2016",10,very comfortable,??Business trip??Solo traveler??Deluxe Resort King??Stayed 4 nights,8 Reviews,
5579,Siii,Turkey,"Reviewed: May 29, 2016",10,Best place to stay in Vegas,??Leisure trip??Couple??Tower Room??Stayed 4 nights??Submitted from a mobile device,14 Reviews,
5580,Nawaf,United States of America,"Reviewed: May 29, 2016",10,everything was great,??Leisure trip??Couple??Deluxe Resort King??Stayed 1 night,2 Reviews,
5581,Kevin,United States of America,"Reviewed: May 25, 2016",7.9,Pool- it all what we got!,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights,10 Reviews,
5582,Anonymous,United States of America,"Reviewed: May 22, 2016",9.2,The rooms are generous and beautifully decorated.,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,3 Reviews,
5583,John,United States of America,"Reviewed: May 21, 2016",9.6,Service was very slow in all of the restaurants.,??Business trip??Solo traveler??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,1 review,
5584,Lital,Israel,"Reviewed: May 12, 2016",10,You will not regret.  Book it now.,??Leisure trip??Group??Deluxe Resort King??Stayed 1 night??Submitted from a mobile device,6 Reviews,
5585,Najaf,United Arab Emirates,"Reviewed: May 12, 2016",9.6,One of the best property in Vegas.,??Business trip??Solo traveler??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,20 Reviews,
5586,ALaz0zy,Saudi Arabia,"Reviewed: May 10, 2016",10,EVREYTHING,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,9 Reviews,
5587,David,United States of America,"Reviewed: May 10, 2016",10,no coffee maker in room,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights,1 review,
5588,Rafael,United States of America,"Reviewed: May 8, 2016",9.6,Muy complacido,??Business trip??Solo traveler??Deluxe Resort King??Stayed 1 night??Submitted from a mobile device,1 review,
5589,KralIbo,Qatar,"Reviewed: May 8, 2016",9.2,Great value for money,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights,21 Reviews,
5590,Hayley,United Kingdom,"Reviewed: May 7, 2016",9.6,"Would highly recommend upgrading to the Tower Suites, the...",??Leisure trip??Couple??Deluxe Resort King??Stayed 4 nights??Submitted from a mobile device,1 review,
5591,Edgar,United States of America,"Reviewed: May 3, 2016",9.6,Great resort very convenient beside the resort offer anything,??Leisure trip??Family with young children??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,1 review,
5592,Kristian,United Kingdom,"Reviewed: May 3, 2016",9.2,Comfort and style,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights,17 Reviews,
5593,Juan,Argentina,"Reviewed: May 1, 2016",10,Un gran lugar para descansar y divertirse,??Leisure trip??Couple??Deluxe Resort King??Stayed 4 nights??Submitted from a mobile device,1 review,
5594,Khalid885,Qatar,"Reviewed: April 24, 2016",10,Best Hotel In Vegas,??Leisure trip??Group??Deluxe Resort King??Stayed 6 nights,46 Reviews,
5595,MikeWright84,United Kingdom,"Reviewed: April 22, 2016",10,Perfect way to celebrate my wife's 30th birthday,??Leisure trip??Couple??Panoramic View Deluxe??Stayed 4 nights??Submitted from a mobile device,2 Reviews,
5596,Michael,United States of America,"Reviewed: April 22, 2016",9.6,Wynn is a great hotel!,??Business trip??Couple??Deluxe Resort King??Stayed 4 nights,2 Reviews,
5597,Hayden,United States of America,"Reviewed: April 21, 2016",9.6,Man Stays At Wynn; Satisfied,??Leisure trip??Solo traveler??Deluxe Resort King??Stayed 1 night,1 review,
5598,Robert,United States of America,"Reviewed: April 19, 2016",9.2,Great time,??Business trip??Solo traveler??Deluxe Resort King??Stayed 2 nights,1 review,
5599,Miguel,United States of America,"Reviewed: April 19, 2016",9.6,The cleanliness of the room and view were amazing.,??Leisure trip??Couple??Deluxe Resort King??Stayed 1 night??Submitted from a mobile device,1 review,
5600,Cain,United States of America,"Reviewed: April 16, 2016",10,Delightful,??Leisure trip??Group??Panoramic View Double Deluxe??Stayed 1 night??Submitted from a mobile device,2 Reviews,
5601,Ahmed,Bahrain,"Reviewed: April 13, 2016",10,"Don't go to any where else, this is the right place",??Leisure trip??Couple??Tower Room??Stayed 4 nights??Submitted from a mobile device,4 Reviews,
5602,Heather,United Kingdom,"Reviewed: April 11, 2016",10,Everything!,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights,5 Reviews,
5603,Begum,Italy,"Reviewed: April 6, 2016",10,"Ambience, has the best club",??Leisure trip??Travelers with friends??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,18 Reviews,
5604,Abdulla,United Arab Emirates,"Reviewed: April 5, 2016",10,No network connection available  except the paid wifi,??Leisure trip??Couple??Panoramic View Deluxe??Stayed 7 nights??Submitted from a mobile device,6 Reviews,
