,Name,Nationality,Date,Score,Topic,Tags,History reviews,latitude,longitude
5129,Marcin,Poland,"Reviewed: August 30, 2016",9.6,One of the best in Las Vegas,??Leisure trip??Couple??Tower Room??Stayed 3 nights??Submitted from a mobile device,1 review,51.919438,19.145135999999997
5130,Andrea,United States of America,"Reviewed: August 30, 2016",9.6,Hotel Wynn... an oasis in the desert : ),??Business trip??Solo traveler??Deluxe Resort King??Stayed 2 nights,1 review,37.09024,-95.712891
5131,Kristy,United States of America,"Reviewed: August 30, 2016",5.8,Not worth the the money! Customer service was horrible!,??Leisure trip??Group??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
5132,Terri,United States of America,"Reviewed: August 30, 2016",10.0,Great place to stay in Vegas.,??Leisure trip??Group??Deluxe Resort King??Stayed 3 nights,1 review,37.09024,-95.712891
5133,Abdullah,Saudi Arabia,"Reviewed: August 30, 2016",10.0,The best,??Leisure trip??Family with young children??2 rooms??Stayed 2 nights??Submitted from a mobile device,21 Reviews,23.885942,45.079162
5134,Mohamad,Saudi Arabia,"Reviewed: August 30, 2016",6.3,If you're looking for service this is not your place,??Leisure trip??Group??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,8 Reviews,23.885942,45.079162
5135,Esra,United Arab Emirates,"Reviewed: August 29, 2016",10.0,Beautiful location.,??Leisure trip??Couple??Deluxe Resort King??Stayed 5 nights??Submitted from a mobile device,7 Reviews,23.424076,53.847818000000004
5136,Robert,Switzerland,"Reviewed: August 28, 2016",8.3,amazing pool area.,??Leisure trip??Family with young children??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,4 Reviews,46.818188,8.227511999999999
5137,Clement,Singapore,"Reviewed: August 26, 2016",8.8,Tower room is worth it but the strip view can be disappointing if lower floor,??Leisure trip??Couple??Tower Room??Stayed 1 night??Submitted from a mobile device,6 Reviews,1.352083,103.819836
5138,Juhara,Saudi Arabia,"Reviewed: August 25, 2016",6.7,No slippers!!,??Leisure trip??Group??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,2 Reviews,23.885942,45.079162
5139,Russell,United States of America,"Reviewed: August 23, 2016",10.0,Very comfortable room with beautiful furnishings.,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights,10 Reviews,37.09024,-95.712891
5140,Benjamin,United Kingdom,"Reviewed: August 20, 2016",9.6,Affordable luxury,??Leisure trip??Family with older children??Tower Room??Stayed 1 night,7 Reviews,55.378051,-3.435973
5141,Raquel,United States of America,"Reviewed: August 17, 2016",9.6,It was nice!,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights,1 review,37.09024,-95.712891
5142,Rachael,United Kingdom,"Reviewed: August 15, 2016",9.2,Extravagant luxury,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,8 Reviews,55.378051,-3.435973
5143,Tia,Canada,"Reviewed: August 15, 2016",10.0,Amazing experience!,??Leisure trip??Couple??Deluxe Resort King??Stayed 1 night??Submitted from a mobile device,1 review,56.130366,-106.34677099999999
5144,risingdee,South Korea,"Reviewed: August 9, 2016",8.3,Outstanding,??Leisure trip??Family with older children??Parlor Suite??Stayed 5 nights,31 Reviews,35.907757000000004,127.766922
5145,Candy_zjr,United States of America,"Reviewed: August 9, 2016",10.0,Great indoor garden!,??Leisure trip??Family with older children??Deluxe Resort King??Stayed 2 nights,13 Reviews,37.09024,-95.712891
5146,Louise,New Zealand,"Reviewed: August 6, 2016",7.1,"Avoid West wing, golf course side.",??Leisure trip??Family with older children??Deluxe Resort King??Stayed 6 nights??Submitted from a mobile device,1 review,-40.900557,174.88597099999998
5147,Sherri,United States of America,"Reviewed: August 4, 2016",9.6,Microwave & Refrigerator,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
5148,Linda,United States of America,"Reviewed: August 3, 2016",8.8,Great stay - Cleaning crew missed the mark,??Leisure trip??Family with older children??Deluxe Resort King??Stayed 3 nights,3 Reviews,37.09024,-95.712891
5149,Alexander,United States of America,"Reviewed: August 2, 2016",9.6,"Great hotel, atrocious Internet access.",??Leisure trip??Group??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
5150,Zoe,United Kingdom,"Reviewed: August 2, 2016",10.0,Amazing trip of dreams,??Couple??Deluxe Resort King??Stayed 8 nights??Submitted from a mobile device,3 Reviews,55.378051,-3.435973
5151,Melanie,United States of America,"Reviewed: August 2, 2016",7.1,"Beautiful hotel, but okay stay.",??Leisure trip??Couple??Deluxe Resort King??Stayed 1 night??Submitted from a mobile device,1 review,37.09024,-95.712891
5152,Anonymous,United Kingdom,"Reviewed: August 1, 2016",8.8,As part of the offer in booking through Booking.,??Leisure trip??Couple??Deluxe Resort King??Stayed 4 nights,1 review,55.378051,-3.435973
5153,Anonymous,United Kingdom,"Reviewed: July 30, 2016",9.2,Luxury hotel marred by cheap flaws,??Leisure trip??Couple??Deluxe Resort King??Stayed 5 nights??Submitted from a mobile device,1 review,55.378051,-3.435973
5154,Mariusz,Poland,"Reviewed: July 28, 2016",10.0,Luxurious!,??Leisure trip??Family with young children??Tower Room??Stayed 1 night,33 Reviews,51.919438,19.145135999999997
5155,Sharon,United States of America,"Reviewed: July 24, 2016",9.6,The view from the corner room - two window walls - was...,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights,1 review,37.09024,-95.712891
5156,Felicia,Indonesia,"Reviewed: July 22, 2016",9.2,nice bedroom!,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights,2 Reviews,-0.789275,113.921327
5157,Tee,Australia,"Reviewed: July 21, 2016",7.9,"Our room was excellent and extremely comfortable, with...",??Leisure trip??Couple??Panoramic View Deluxe??Stayed 3 nights??Submitted from a mobile device,16 Reviews,-25.274398,133.775136
5158,Simon,United Kingdom,"Reviewed: July 18, 2016",7.5,Comfortable but overcrowded and greedy,??Leisure trip??Family with older children??2 rooms??Stayed 6 nights??Submitted from a mobile device,1 review,55.378051,-3.435973
5159,Ann,United States of America,"Reviewed: July 16, 2016",5.4,NO SLEEP,??Leisure trip??Family with young children??Tower Room??Stayed 1 night??Submitted from a mobile device,1 review,37.09024,-95.712891
5160,Itir,Turkey,"Reviewed: July 8, 2016",8.3,Beautiful hotel with bad staff,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,4 Reviews,38.963745,35.243322
5161,TexRoz,United States of America,"Reviewed: July 8, 2016",9.2,Worth the Extra $$$$,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,10 Reviews,37.09024,-95.712891
5162,Anthony,Australia,"Reviewed: July 7, 2016",2.5,Staff very rude,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,3 Reviews,-25.274398,133.775136
5163,Judy,United States of America,"Reviewed: July 4, 2016",10.0,Everything perfect - except for no coffee pot!,??Leisure trip??Couple??Deluxe Resort King??Stayed 4 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
5164,Luis,United States of America,"Reviewed: July 3, 2016",6.3,Rooms are really nice and excellent view,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights,3 Reviews,37.09024,-95.712891
5165,Super,United States of America,"Reviewed: July 2, 2016",9.6,Staying at the Wynne is a must for my husband and I.,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
5166,Lisa,United Kingdom,"Reviewed: July 2, 2016",9.2,Beautiful hotel. Allow time and patience for check in.,??Leisure trip??Couple??Deluxe Resort King??Stayed 4 nights??Submitted from a mobile device,1 review,55.378051,-3.435973
5167,M,United States of America,"Reviewed: June 29, 2016",10.0,Sweet!,??Leisure trip??Couple??Panoramic View Deluxe??Stayed 4 nights??Submitted from a mobile device,2 Reviews,37.09024,-95.712891
5168,Greta,United States of America,"Reviewed: June 29, 2016",9.2,"A delightful, beautiful resort.",??Leisure trip??Family with older children??Panoramic View Double Deluxe??Stayed 2 nights??Submitted from a mobile device,27 Reviews,37.09024,-95.712891
5169,Alexey,Russia,"Reviewed: June 28, 2016",10.0,Splendid interior and views from the rooms.,??Business trip??Solo traveler??Deluxe Resort King??Stayed 7 nights,26 Reviews,61.52401,105.31875600000001
5170,Ivonne,United States of America,"Reviewed: June 28, 2016",8.8,"Worst experience with booking.com ever
",??Leisure trip??Group??Deluxe Resort King??Stayed 3 nights,8 Reviews,37.09024,-95.712891
5171,Camille,United States of America,"Reviewed: June 27, 2016",10.0,Impeccable service and excellent value!!,??Family with young children??Tower Room??Stayed 1 night??Submitted from a mobile device,1 review,37.09024,-95.712891
5172,abedrabbo,United Arab Emirates,"Reviewed: June 25, 2016",8.3,Great facility with an awesome pool. Friendly staff and comfortable stay.,??Leisure trip??Family with older children??Panoramic View Double Deluxe??Stayed 2 nights,7 Reviews,23.424076,53.847818000000004
5173,arubansunshine,Aruba,"Reviewed: June 24, 2016",7.1,The hotel did not accept the rate given by Booking.,??Business trip??Group??Deluxe Resort King??Stayed 4 nights,1 review,12.52111,-69.968338
5174,She'll ,United Kingdom,"Reviewed: June 23, 2016",8.3,"Very comfy beds, great comfy room.",??Leisure trip??Solo traveler??Deluxe Resort King??Stayed 5 nights??Submitted from a mobile device,4 Reviews,55.378051,-3.435973
5175,Anonymous,United States of America,"Reviewed: June 21, 2016",6.7,My TV was not working and took three engineers to fix it.,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights,1 review,37.09024,-95.712891
5176,Alexander,United States of America,"Reviewed: June 21, 2016",6.7,Great but not great value for money,??Leisure trip??Group??Deluxe Resort King??Stayed 2 nights,1 review,37.09024,-95.712891
5177,Anonymous,United Arab Emirates,"Reviewed: June 20, 2016",6.3,"Nice but over rated, over priced, calculating.",??Business trip??Couple??Tower Room??Stayed 3 nights,6 Reviews,23.424076,53.847818000000004
5178,Paul,United States of America,"Reviewed: June 10, 2016",9.6,Would stay here anytime!,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights,2 Reviews,37.09024,-95.712891
5179,Hans,Switzerland,"Reviewed: June 7, 2016",6.3,Everything is overcharged !,??Leisure trip??Solo traveler??Panoramic View Double Deluxe??Stayed 3 nights??Submitted from a mobile device,45 Reviews,46.818188,8.227511999999999
5180,Holly,United States of America,"Reviewed: June 3, 2016",5.8,"A beautiful hotel, but below standard services...",??Leisure trip??Family with older children??Resort Double Deluxe??Stayed 2 nights,6 Reviews,37.09024,-95.712891
5181,Khalid,Bahrain,"Reviewed: June 1, 2016",10.0,"Amazing ! A must in Vegas, worth every penny !!",??Leisure trip??Family with young children??Deluxe Resort King??Stayed 3 nights,14 Reviews,25.930414000000003,50.637772
5182,Lori,United States of America,"Reviewed: May 31, 2016",8.3,He spent the weekend we did not get sleep Friday Saturday or...,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
5183,Sean,United States of America,"Reviewed: May 31, 2016",7.1,Meh,??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights,1 review,37.09024,-95.712891
5184,Anand,United States of America,"Reviewed: May 31, 2016",10.0,Best bang for your buck!,??Leisure trip??Group??Panoramic View Double Deluxe??Stayed 3 nights??Submitted from a mobile device,2 Reviews,37.09024,-95.712891
5185,Moncerrat,United States of America,"Reviewed: May 31, 2016",9.6,Pleasant and relaxing,??Leisure trip??Group??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
5186,Darren,United Kingdom,"Reviewed: May 28, 2016",9.6,Wow!!,??Leisure trip??Couple??Panoramic View Deluxe??Stayed 1 night??Submitted from a mobile device,11 Reviews,55.378051,-3.435973
5187,Worldtraveller,India,"Reviewed: May 23, 2016",10.0,The food and service at Mizumi.,??Leisure trip??Family with older children??Tower Room??Stayed 4 nights,1 review,20.593684,78.96288
5188,David,Ireland,"Reviewed: May 21, 2016",7.5,From a non-gambler...............,??Business trip??Solo traveler??Deluxe Resort King??Stayed 4 nights,1 review,53.41291,-8.243889999999999
5189,Penelope,United States of America,"Reviewed: May 20, 2016",9.2,"Lots of fun, service could have been more attentive.",??Leisure trip??Family with young children??Deluxe Resort King??Stayed 3 nights,35 Reviews,37.09024,-95.712891
5190,Anonymous,United States of America,"Reviewed: May 18, 2016",7.5,"Beautiful Hotel, good food, nice stay.",??With a pet??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights,1 review,37.09024,-95.712891
5191,Ryu,United States of America,"Reviewed: May 17, 2016",7.5,"Nice view, but...",??Leisure trip??Family with young children??Panoramic View Double Deluxe??Stayed 1 night??Submitted from a mobile device,3 Reviews,37.09024,-95.712891
5192,Hennessy,United States of America,"Reviewed: May 17, 2016",8.8,The room was clean and nicely decorated.,??Leisure trip??Solo traveler??Deluxe Resort King??Stayed 2 nights,1 review,37.09024,-95.712891
5193,Ram,United States of America,"Reviewed: May 16, 2016",10.0,Total Perfection Except for the Pool Experience,??Leisure trip??Couple??Deluxe Resort King??Stayed 6 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
5194,Stefan,Slovakia,"Reviewed: May 5, 2016",6.3,unperfect for 5 star,??Leisure trip??Couple??Tower Room??Stayed 2 nights,5 Reviews,48.669026,19.699023999999998
5195,Johanna,Ireland,"Reviewed: May 4, 2016",8.3,Luxurious accommodation and restaurants excellent and great choice,??Leisure trip??Group??2 rooms??Stayed 4 nights??Submitted from a mobile device,2 Reviews,53.41291,-8.243889999999999
5196,N,United States of America,"Reviewed: May 2, 2016",8.3,Good but not great,??Leisure trip??Couple??Tower Room??Stayed 3 nights??Submitted from a mobile device,2 Reviews,37.09024,-95.712891
5197,Mtop,Greece,"Reviewed: May 1, 2016",9.6,very good pick,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights,11 Reviews,39.074208,21.824312
5198,Nora,United States of America,"Reviewed: April 29, 2016",9.6,Great stay and i'll love to visit again,??Leisure trip??Couple??Deluxe Resort King??Stayed 3 nights,1 review,37.09024,-95.712891
5199,Marie,United Kingdom,"Reviewed: April 26, 2016",10.0,"Don't miss the buffet, with the endless pour",??Leisure trip??Couple??Deluxe Resort King??Stayed 1 night,1 review,55.378051,-3.435973
5200,Paula,United States of America,"Reviewed: April 20, 2016",10.0,Very nice and good value for the price,??Leisure trip??Couple??Deluxe Resort King??Stayed 1 night,1 review,37.09024,-95.712891
5201,Robert,United States of America,"Reviewed: April 18, 2016",9.6,Very nice. Very expensive.,??Leisure trip??Group??Tower Room??Stayed 3 nights??Submitted from a mobile device,1 review,37.09024,-95.712891
5202,Mark_from_Aus,Australia,"Reviewed: April 16, 2016",8.3,Vegas resort.,??Leisure trip??Couple??Panoramic View Deluxe??Stayed 4 nights??Submitted from a mobile device,26 Reviews,-25.274398,133.775136
5203,Fahad Alowais,Saudi Arabia,"Reviewed: April 14, 2016",6.7,"Rooms
",??Leisure trip??Couple??Deluxe Resort King??Stayed 2 nights??Submitted from a mobile device,26 Reviews,23.885942,45.079162
5204,Ahmed,United Arab Emirates,"Reviewed: March 27, 2018",7.1,600 deposite only for cosino even for night,??Business trip??Group??Deluxe Resort King??Stayed 4 nights??Submitted from a mobile device,38 Reviews,23.424076,53.847818000000004
5205,Hani,Saudi Arabia,"Reviewed: March 27, 2018",7.1,Good hotel,??Leisure trip??Couple??Special Offer - Deluxe Resort King - Resort Credit??Stayed 3 nights??Submitted from a mobile device,35 Reviews,23.885942,45.079162
